version,split,modality,position,zero_count,sample_count
aligned,train,vision,26,2289,3395
aligned,train,vision,27,2360,3395
aligned,train,vision,28,2423,3395
aligned,train,vision,29,2500,3395
aligned,train,vision,30,2575,3395
aligned,train,vision,31,2626,3395
aligned,train,vision,32,2682,3395
aligned,train,vision,33,2727,3395
aligned,train,vision,34,2790,3395
aligned,train,vision,35,2836,3395
aligned,train,vision,36,2869,3395
aligned,train,vision,37,2904,3395
aligned,train,vision,38,2934,3395
aligned,train,vision,39,2971,3395
aligned,train,vision,40,2994,3395
aligned,train,vision,41,3013,3395
aligned,train,vision,42,3027,3395
aligned,train,vision,43,3052,3395
aligned,train,vision,44,3069,3395
aligned,train,vision,45,3092,3395
aligned,train,vision,46,3108,3395
aligned,train,vision,47,3133,3395
aligned,train,vision,48,3150,3395
aligned,train,vision,49,3395,3395
aligned,valid,text,0,0,728
aligned,valid,text,1,0,728
aligned,valid,text,2,0,728
aligned,valid,text,3,0,728
aligned,valid,text,4,0,728
aligned,valid,text,5,0,728
aligned,valid,text,6,0,728
aligned,valid,text,7,0,728
aligned,valid,text,8,0,728
aligned,valid,text,9,0,728
aligned,valid,text,10,0,728
aligned,valid,text,11,0,728
aligned,valid,text,12,0,728
aligned,valid,text,13,0,728
aligned,valid,text,14,0,728
aligned,valid,text,15,0,728
aligned,valid,text,16,0,728
aligned,valid,text,17,0,728
aligned,valid,text,18,0,728
aligned,valid,text,19,0,728
aligned,valid,text,20,0,728
aligned,valid,text,21,0,728
aligned,valid,text,22,0,728
aligned,valid,text,23,0,728
aligned,valid,text,24,0,728
aligned,valid,text,25,0,728
aligned,valid,text,26,0,728
aligned,valid,text,27,0,728
aligned,valid,text,28,0,728
aligned,valid,text,29,0,728
aligned,valid,text,30,0,728
aligned,valid,text,31,0,728
aligned,valid,text,32,0,728
aligned,valid,text,33,0,728
aligned,valid,text,34,0,728
aligned,valid,text,35,0,728
aligned,valid,text,36,0,728
aligned,valid,text,37,0,728
aligned,valid,text,38,0,728
aligned,valid,text,39,0,728
aligned,valid,text,40,0,728
aligned,valid,text,41,0,728
aligned,valid,text,42,0,728
aligned,valid,text,43,0,728
aligned,valid,text,44,0,728
aligned,valid,text,45,0,728
aligned,valid,text,46,0,728
aligned,valid,text,47,0,728
aligned,valid,text,48,0,728
aligned,valid,text,49,0,728
aligned,valid,audio,0,728,728
aligned,valid,audio,1,1,728
aligned,valid,audio,2,5,728
aligned,valid,audio,3,6,728
aligned,valid,audio,4,10,728
aligned,valid,audio,5,11,728
aligned,valid,audio,6,16,728
aligned,valid,audio,7,27,728
aligned,valid,audio,8,42,728
aligned,valid,audio,9,56,728
aligned,valid,audio,10,68,728
aligned,valid,audio,11,84,728
aligned,valid,audio,12,93,728
aligned,valid,audio,13,112,728
aligned,valid,audio,14,144,728
aligned,valid,audio,15,166,728
aligned,valid,audio,16,193,728
aligned,valid,audio,17,233,728
aligned,valid,audio,18,259,728
aligned,valid,audio,19,288,728
aligned,valid,audio,20,320,728
aligned,valid,audio,21,341,728
aligned,valid,audio,22,365,728
aligned,valid,audio,23,391,728
aligned,valid,audio,24,412,728
aligned,valid,audio,25,438,728
aligned,valid,audio,26,455,728
aligned,valid,audio,27,478,728
aligned,valid,audio,28,496,728
aligned,valid,audio,29,512,728
aligned,valid,audio,30,529,728
aligned,valid,audio,31,543,728
aligned,valid,audio,32,548,728
aligned,valid,audio,33,575,728
aligned,valid,audio,34,590,728
aligned,valid,audio,35,599,728
aligned,valid,audio,36,608,728
aligned,valid,audio,37,615,728
aligned,valid,audio,38,623,728
aligned,valid,audio,39,632,728
aligned,valid,audio,40,639,728
aligned,valid,audio,41,644,728
aligned,valid,audio,42,650,728
aligned,valid,audio,43,654,728
aligned,valid,audio,44,659,728
aligned,valid,audio,45,662,728
aligned,valid,audio,46,670,728
aligned,valid,audio,47,675,728
aligned,valid,audio,48,681,728
aligned,valid,audio,49,728,728
aligned,valid,vision,0,728,728
aligned,valid,vision,1,40,728
aligned,valid,vision,2,47,728
aligned,valid,vision,3,45,728
aligned,valid,vision,4,51,728
aligned,valid,vision,5,52,728
aligned,valid,vision,6,58,728
aligned,valid,vision,7,69,728
aligned,valid,vision,8,76,728
aligned,valid,vision,9,96,728
aligned,valid,vision,10,101,728
aligned,valid,vision,11,119,728
aligned,valid,vision,12,126,728
aligned,valid,vision,13,146,728
aligned,valid,vision,14,174,728
aligned,valid,vision,15,199,728
aligned,valid,vision,16,230,728
aligned,valid,vision,17,265,728
aligned,valid,vision,18,286,728
aligned,valid,vision,19,313,728
aligned,valid,vision,20,341,728
aligned,valid,vision,21,363,728
aligned,valid,vision,22,381,728
aligned,valid,vision,23,406,728
aligned,valid,vision,24,427,728
aligned,valid,vision,25,453,728
aligned,valid,vision,26,469,728
aligned,valid,vision,27,490,728
aligned,valid,vision,28,508,728
aligned,valid,vision,29,523,728
aligned,valid,vision,30,540,728
aligned,valid,vision,31,550,728
aligned,valid,vision,32,555,728
aligned,valid,vision,33,579,728
aligned,valid,vision,34,595,728
aligned,valid,vision,35,604,728
aligned,valid,vision,36,614,728
aligned,valid,vision,37,620,728
aligned,valid,vision,38,629,728
aligned,valid,vision,39,638,728
aligned,valid,vision,40,645,728
aligned,valid,vision,41,647,728
aligned,valid,vision,42,654,728
aligned,valid,vision,43,659,728
aligned,valid,vision,44,664,728
aligned,valid,vision,45,666,728
aligned,valid,vision,46,674,728
aligned,valid,vision,47,680,728
aligned,valid,vision,48,685,728
aligned,valid,vision,49,728,728
unaligned,train,text,0,0,3395
unaligned,train,text,1,0,3395
unaligned,train,text,2,0,3395
unaligned,train,text,3,0,3395
unaligned,train,text,4,0,3395
unaligned,train,text,5,0,3395
unaligned,train,text,6,0,3395
unaligned,train,text,7,0,3395
unaligned,train,text,8,0,3395
unaligned,train,text,9,0,3395
unaligned,train,text,10,0,3395
unaligned,train,text,11,0,3395
unaligned,train,text,12,0,3395
unaligned,train,text,13,0,3395
unaligned,train,text,14,0,3395
unaligned,train,text,15,0,3395
unaligned,train,text,16,0,3395
unaligned,train,text,17,0,3395
unaligned,train,text,18,0,3395
unaligned,train,text,19,0,3395
unaligned,train,text,20,0,3395
unaligned,train,text,21,0,3395
unaligned,train,text,22,0,3395
unaligned,train,text,23,0,3395
unaligned,train,text,24,0,3395
unaligned,train,text,25,0,3395
unaligned,train,text,26,0,3395
unaligned,train,text,27,0,3395
unaligned,train,text,28,0,3395
unaligned,train,text,29,0,3395
unaligned,train,text,30,0,3395
unaligned,train,text,31,0,3395
unaligned,train,text,32,0,3395
unaligned,train,text,33,0,3395
unaligned,train,text,34,0,3395
unaligned,train,text,35,0,3395
unaligned,train,text,36,0,3395
unaligned,train,text,37,0,3395
unaligned,train,text,38,0,3395
unaligned,train,text,39,0,3395
unaligned,train,text,40,0,3395
unaligned,train,text,41,0,3395
unaligned,train,text,42,0,3395
unaligned,train,text,43,0,3395
unaligned,train,text,44,0,3395
unaligned,train,text,45,0,3395
unaligned,train,text,46,0,3395
unaligned,train,text,47,0,3395
unaligned,train,text,48,0,3395
unaligned,train,text,49,0,3395
unaligned,train,audio,0,0,3395
unaligned,train,audio,1,0,3395
unaligned,train,audio,2,0,3395
unaligned,train,audio,3,0,3395
unaligned,train,audio,4,0,3395
unaligned,train,audio,5,0,3395
unaligned,train,audio,6,0,3395
unaligned,train,audio,7,0,3395
unaligned,train,audio,8,2,3395
unaligned,train,audio,9,2,3395
unaligned,train,audio,10,2,3395
unaligned,train,audio,11,2,3395
unaligned,train,audio,12,2,3395
unaligned,train,audio,13,3,3395
unaligned,train,audio,14,4,3395
unaligned,train,audio,15,4,3395
unaligned,train,audio,16,7,3395
unaligned,train,audio,17,7,3395
unaligned,train,audio,18,8,3395
unaligned,train,audio,19,9,3395
unaligned,train,audio,20,9,3395
unaligned,train,audio,21,11,3395
unaligned,train,audio,22,11,3395
unaligned,train,audio,23,13,3395
unaligned,train,audio,24,13,3395
unaligned,train,audio,25,14,3395
unaligned,train,audio,26,16,3395
unaligned,train,audio,27,20,3395
unaligned,train,audio,28,23,3395
unaligned,train,audio,29,28,3395
unaligned,train,audio,30,28,3395
unaligned,train,audio,31,30,3395
unaligned,train,audio,32,30,3395
unaligned,train,audio,33,34,3395
unaligned,train,audio,34,40,3395
unaligned,train,audio,35,51,3395
unaligned,train,audio,36,58,3395
unaligned,train,audio,37,73,3395
unaligned,train,audio,38,81,3395
unaligned,train,audio,39,89,3395
unaligned,train,audio,40,100,3395
unaligned,train,audio,41,112,3395
unaligned,train,audio,42,125,3395
unaligned,train,audio,43,141,3395
unaligned,train,audio,44,148,3395
unaligned,train,audio,45,159,3395
unaligned,train,audio,46,176,3395
unaligned,train,audio,47,188,3395
unaligned,train,audio,48,195,3395
unaligned,train,audio,49,209,3395
unaligned,train,audio,50,222,3395
unaligned,train,audio,51,240,3395
unaligned,train,audio,52,255,3395
unaligned,train,audio,53,267,3395
unaligned,train,audio,54,279,3395
unaligned,train,audio,55,292,3395
unaligned,train,audio,56,308,3395
unaligned,train,audio,57,333,3395
unaligned,train,audio,58,349,3395
unaligned,train,audio,59,363,3395
unaligned,train,audio,60,375,3395
unaligned,train,audio,61,393,3395
unaligned,train,audio,62,411,3395
unaligned,train,audio,63,432,3395
unaligned,train,audio,64,449,3395
unaligned,train,audio,65,466,3395
unaligned,train,audio,66,485,3395
unaligned,train,audio,67,504,3395
unaligned,train,audio,68,521,3395
unaligned,train,audio,69,548,3395
unaligned,train,audio,70,566,3395
unaligned,train,audio,71,582,3395
unaligned,train,audio,72,601,3395
unaligned,train,audio,73,619,3395
unaligned,train,audio,74,646,3395
unaligned,train,audio,75,664,3395
unaligned,train,audio,76,681,3395
unaligned,train,audio,77,702,3395
unaligned,train,audio,78,719,3395
unaligned,train,audio,79,732,3395
unaligned,train,audio,80,750,3395
unaligned,train,audio,81,770,3395
unaligned,train,audio,82,786,3395
unaligned,train,audio,83,806,3395
unaligned,train,audio,84,825,3395
unaligned,train,audio,85,844,3395
unaligned,train,audio,86,858,3395
unaligned,train,audio,87,875,3395
unaligned,train,audio,88,896,3395
unaligned,train,audio,89,916,3395
unaligned,train,audio,90,936,3395
unaligned,train,audio,91,954,3395
unaligned,train,audio,92,977,3395
unaligned,train,audio,93,995,3395
unaligned,train,audio,94,1016,3395
unaligned,train,audio,95,1034,3395
unaligned,train,audio,96,1054,3395
unaligned,train,audio,97,1069,3395
unaligned,train,audio,98,1082,3395
unaligned,train,audio,99,1107,3395
unaligned,train,audio,100,1126,3395
unaligned,train,audio,101,1149,3395
unaligned,train,audio,102,1171,3395
unaligned,train,audio,103,1188,3395
unaligned,train,audio,104,1205,3395
unaligned,train,audio,105,1225,3395
unaligned,train,audio,106,1255,3395
unaligned,train,audio,107,1276,3395
unaligned,train,audio,108,1301,3395
unaligned,train,audio,109,1325,3395
unaligned,train,audio,110,1343,3395
unaligned,train,audio,111,1362,3395
unaligned,train,audio,112,1391,3395
unaligned,train,audio,113,1416,3395
unaligned,train,audio,114,1434,3395
unaligned,train,audio,115,1454,3395
unaligned,train,audio,116,1483,3395
unaligned,train,audio,117,1502,3395
unaligned,train,audio,118,1523,3395
unaligned,train,audio,119,1548,3395
unaligned,train,audio,120,1561,3395
unaligned,train,audio,121,1577,3395
unaligned,train,audio,122,1595,3395
unaligned,train,audio,123,1618,3395
unaligned,train,audio,124,1642,3395
unaligned,train,audio,125,1663,3395
unaligned,train,audio,126,1686,3395
unaligned,train,audio,127,1710,3395
unaligned,train,audio,128,1731,3395
unaligned,train,audio,129,1758,3395
unaligned,train,audio,130,1783,3395
unaligned,train,audio,131,1809,3395
unaligned,train,audio,132,1838,3395
unaligned,train,audio,133,1858,3395
unaligned,train,audio,134,1882,3395
unaligned,train,audio,135,1897,3395
unaligned,train,audio,136,1913,3395
unaligned,train,audio,137,1921,3395
unaligned,train,audio,138,1942,3395
unaligned,train,audio,139,1963,3395
unaligned,train,audio,140,1973,3395
unaligned,train,audio,141,1992,3395
unaligned,train,audio,142,2006,3395
unaligned,train,audio,143,2022,3395
unaligned,train,audio,144,2030,3395
unaligned,train,audio,145,2042,3395
unaligned,train,audio,146,2055,3395
unaligned,train,audio,147,2068,3395
unaligned,train,audio,148,2083,3395
unaligned,train,audio,149,2099,3395
unaligned,train,audio,150,2116,3395
unaligned,train,audio,151,2136,3395
unaligned,train,audio,152,2153,3395
unaligned,train,audio,153,2169,3395
unaligned,train,audio,154,2182,3395
unaligned,train,audio,155,2196,3395
unaligned,train,audio,156,2215,3395
unaligned,train,audio,157,2231,3395
unaligned,train,audio,158,2241,3395
unaligned,train,audio,159,2254,3395
unaligned,train,audio,160,2270,3395
unaligned,train,audio,161,2286,3395
unaligned,train,audio,162,2298,3395
unaligned,train,audio,163,2310,3395
unaligned,train,audio,164,2327,3395
unaligned,train,audio,165,2341,3395
unaligned,train,audio,166,2354,3395
unaligned,train,audio,167,2367,3395
unaligned,train,audio,168,2382,3395
unaligned,train,audio,169,2388,3395
unaligned,train,audio,170,2399,3395
unaligned,train,audio,171,2411,3395
unaligned,train,audio,172,2425,3395
unaligned,train,audio,173,2439,3395
unaligned,train,audio,174,2452,3395
unaligned,train,audio,175,2463,3395
unaligned,train,audio,176,2477,3395
unaligned,train,audio,177,2485,3395
unaligned,train,audio,178,2493,3395
unaligned,train,audio,179,2500,3395
unaligned,train,audio,180,2513,3395
unaligned,train,audio,181,2525,3395
unaligned,train,audio,182,2534,3395
unaligned,train,audio,183,2547,3395
unaligned,train,audio,184,2557,3395
unaligned,train,audio,185,2566,3395
unaligned,train,audio,186,2574,3395
unaligned,train,audio,187,2582,3395
unaligned,train,audio,188,2590,3395
unaligned,train,audio,189,2601,3395
unaligned,train,audio,190,2606,3395
unaligned,train,audio,191,2615,3395
unaligned,train,audio,192,2623,3395
unaligned,train,audio,193,2634,3395
unaligned,train,audio,194,2643,3395
unaligned,train,audio,195,2650,3395
unaligned,train,audio,196,2664,3395
unaligned,train,audio,197,2670,3395
unaligned,train,audio,198,2681,3395
unaligned,train,audio,199,2689,3395
unaligned,train,audio,200,2699,3395
unaligned,train,audio,201,2706,3395
unaligned,train,audio,202,2712,3395
unaligned,train,audio,203,2717,3395
unaligned,train,audio,204,2721,3395
unaligned,train,audio,205,2728,3395
unaligned,train,audio,206,2734,3395
unaligned,train,audio,207,2738,3395
unaligned,train,audio,208,2744,3395
unaligned,train,audio,209,2754,3395
unaligned,train,audio,210,2762,3395
unaligned,train,audio,211,2767,3395
unaligned,train,audio,212,2774,3395
unaligned,train,audio,213,2786,3395
unaligned,train,audio,214,2797,3395
unaligned,train,audio,215,2804,3395
unaligned,train,audio,216,2813,3395
unaligned,train,audio,217,2825,3395
unaligned,train,audio,218,2832,3395
unaligned,train,audio,219,2834,3395
unaligned,train,audio,220,2838,3395
unaligned,train,audio,221,2848,3395
unaligned,train,audio,222,2853,3395
unaligned,train,audio,223,2862,3395
unaligned,train,audio,224,2864,3395
unaligned,train,audio,225,2873,3395
unaligned,train,audio,226,2875,3395
unaligned,train,audio,227,2883,3395
unaligned,train,audio,228,2889,3395
unaligned,train,audio,229,2893,3395
unaligned,train,audio,230,2898,3395
unaligned,train,audio,231,2903,3395
unaligned,train,audio,232,2907,3395
unaligned,train,audio,233,2914,3395
unaligned,train,audio,234,2920,3395
unaligned,train,audio,235,2925,3395
unaligned,train,audio,236,2928,3395
unaligned,train,audio,237,2931,3395
unaligned,train,audio,238,2933,3395
unaligned,train,audio,239,2943,3395
unaligned,train,audio,240,2947,3395
unaligned,train,audio,241,2959,3395
unaligned,train,audio,242,2966,3395
unaligned,train,audio,243,2971,3395
unaligned,train,audio,244,2975,3395
unaligned,train,audio,245,2981,3395
unaligned,train,audio,246,2984,3395
unaligned,train,audio,247,2989,3395
unaligned,train,audio,248,2996,3395
unaligned,train,audio,249,3001,3395
unaligned,train,audio,250,3009,3395
unaligned,train,audio,251,3015,3395
unaligned,train,audio,252,3019,3395
unaligned,train,audio,253,3023,3395
unaligned,train,audio,254,3025,3395
unaligned,train,audio,255,3028,3395
unaligned,train,audio,256,3034,3395
unaligned,train,audio,257,3038,3395
unaligned,train,audio,258,3042,3395
unaligned,train,audio,259,3046,3395
unaligned,train,audio,260,3049,3395
unaligned,train,audio,261,3050,3395
unaligned,train,audio,262,3054,3395
unaligned,train,audio,263,3059,3395
unaligned,train,audio,264,3063,3395
unaligned,train,audio,265,3064,3395
unaligned,train,audio,266,3065,3395
unaligned,train,audio,267,3070,3395
unaligned,train,audio,268,3074,3395
unaligned,train,audio,269,3076,3395
unaligned,train,audio,270,3077,3395
unaligned,train,audio,271,3078,3395
unaligned,train,audio,272,3082,3395
unaligned,train,audio,273,3087,3395
unaligned,train,audio,274,3092,3395
unaligned,train,audio,275,3094,3395
unaligned,train,audio,276,3096,3395
unaligned,train,audio,277,3099,3395
unaligned,train,audio,278,3100,3395
unaligned,train,audio,279,3105,3395
unaligned,train,audio,280,3106,3395
unaligned,train,audio,281,3109,3395
unaligned,train,audio,282,3114,3395
unaligned,train,audio,283,3115,3395
unaligned,train,audio,284,3117,3395
unaligned,train,audio,285,3120,3395
unaligned,train,audio,286,3123,3395
unaligned,train,audio,287,3126,3395
unaligned,train,audio,288,3130,3395
unaligned,train,audio,289,3134,3395
unaligned,train,audio,290,3135,3395
unaligned,train,audio,291,3140,3395
unaligned,train,audio,292,3143,3395
unaligned,train,audio,293,3145,3395
unaligned,train,audio,294,3150,3395
unaligned,train,audio,295,3155,3395
unaligned,train,audio,296,3159,3395
unaligned,train,audio,297,3163,3395
unaligned,train,audio,298,3165,3395
unaligned,train,audio,299,3167,3395
unaligned,train,audio,300,3174,3395
unaligned,train,audio,301,3178,3395
unaligned,train,audio,302,3182,3395
unaligned,train,audio,303,3185,3395
unaligned,train,audio,304,3186,3395
unaligned,train,audio,305,3186,3395
unaligned,train,audio,306,3187,3395
unaligned,train,audio,307,3189,3395
unaligned,train,audio,308,3192,3395
unaligned,train,audio,309,3194,3395
unaligned,train,audio,310,3196,3395
unaligned,train,audio,311,3197,3395
unaligned,train,audio,312,3198,3395
unaligned,train,audio,313,3202,3395
unaligned,train,audio,314,3205,3395
unaligned,train,audio,315,3206,3395
unaligned,train,audio,316,3209,3395
unaligned,train,audio,317,3212,3395
unaligned,train,audio,318,3212,3395
unaligned,train,audio,319,3213,3395
unaligned,train,audio,320,3215,3395
unaligned,train,audio,321,3216,3395
unaligned,train,audio,322,3219,3395
unaligned,train,audio,323,3221,3395
unaligned,train,audio,324,3221,3395
unaligned,train,audio,325,3223,3395
unaligned,train,audio,326,3224,3395
unaligned,train,audio,327,3227,3395
unaligned,train,audio,328,3231,3395
unaligned,train,audio,329,3236,3395
unaligned,train,audio,330,3238,3395
unaligned,train,audio,331,3240,3395
unaligned,train,audio,332,3241,3395
unaligned,train,audio,333,3241,3395
unaligned,train,audio,334,3246,3395
unaligned,train,audio,335,3247,3395
unaligned,train,audio,336,3248,3395
unaligned,train,audio,337,3249,3395
unaligned,train,audio,338,3252,3395
unaligned,train,audio,339,3252,3395
unaligned,train,audio,340,3252,3395
unaligned,train,audio,341,3254,3395
unaligned,train,audio,342,3255,3395
unaligned,train,audio,343,3256,3395
unaligned,train,audio,344,3257,3395
unaligned,train,audio,345,3257,3395
unaligned,train,audio,346,3258,3395
unaligned,train,audio,347,3260,3395
unaligned,train,audio,348,3261,3395
unaligned,train,audio,349,3262,3395
unaligned,train,audio,350,3263,3395
unaligned,train,audio,351,3265,3395
unaligned,train,audio,352,3267,3395
unaligned,train,audio,353,3267,3395
unaligned,train,audio,354,3267,3395
unaligned,train,audio,355,3269,3395
unaligned,train,audio,356,3271,3395
unaligned,train,audio,357,3272,3395
unaligned,train,audio,358,3273,3395
unaligned,train,audio,359,3276,3395
unaligned,train,audio,360,3278,3395
unaligned,train,audio,361,3280,3395
unaligned,train,audio,362,3282,3395
unaligned,train,audio,363,3282,3395
unaligned,train,audio,364,3283,3395
unaligned,train,audio,365,3283,3395
unaligned,train,audio,366,3285,3395
unaligned,train,audio,367,3287,3395
unaligned,train,audio,368,3290,3395
unaligned,train,audio,369,3290,3395
unaligned,train,audio,370,3293,3395
unaligned,train,audio,371,3294,3395
unaligned,train,audio,372,3296,3395
unaligned,train,audio,373,3297,3395
unaligned,train,audio,374,3297,3395
unaligned,train,audio,375,3297,3395
unaligned,train,audio,376,3297,3395
unaligned,train,audio,377,3297,3395
unaligned,train,audio,378,3298,3395
unaligned,train,audio,379,3299,3395
unaligned,train,audio,380,3300,3395
unaligned,train,audio,381,3304,3395
unaligned,train,audio,382,3307,3395
unaligned,train,audio,383,3309,3395
unaligned,train,audio,384,3310,3395
unaligned,train,audio,385,3310,3395
unaligned,train,audio,386,3311,3395
unaligned,train,audio,387,3311,3395
unaligned,train,audio,388,3312,3395
unaligned,train,audio,389,3313,3395
unaligned,train,audio,390,3314,3395
unaligned,train,audio,391,3316,3395
unaligned,train,audio,392,3317,3395
unaligned,train,audio,393,3319,3395
unaligned,train,audio,394,3320,3395
unaligned,train,audio,395,3320,3395
unaligned,train,audio,396,3320,3395
unaligned,train,audio,397,3320,3395
unaligned,train,audio,398,3320,3395
unaligned,train,audio,399,3320,3395
unaligned,train,audio,400,3322,3395
unaligned,train,audio,401,3322,3395
unaligned,train,audio,402,3324,3395
unaligned,train,audio,403,3327,3395
unaligned,train,audio,404,3327,3395
unaligned,train,audio,405,3327,3395
unaligned,train,audio,406,3327,3395
unaligned,train,audio,407,3328,3395
unaligned,train,audio,408,3329,3395
unaligned,train,audio,409,3330,3395
unaligned,train,audio,410,3332,3395
unaligned,train,audio,411,3333,3395
unaligned,train,audio,412,3335,3395
unaligned,train,audio,413,3335,3395
unaligned,train,audio,414,3335,3395
unaligned,train,audio,415,3335,3395
unaligned,train,audio,416,3336,3395
unaligned,train,audio,417,3337,3395
unaligned,train,audio,418,3338,3395
unaligned,train,audio,419,3339,3395
unaligned,train,audio,420,3342,3395
unaligned,train,audio,421,3342,3395
unaligned,train,audio,422,3342,3395
unaligned,train,audio,423,3342,3395
unaligned,train,audio,424,3342,3395
unaligned,train,audio,425,3343,3395
unaligned,train,audio,426,3343,3395
unaligned,train,audio,427,3343,3395
unaligned,train,audio,428,3344,3395
unaligned,train,audio,429,3345,3395
unaligned,train,audio,430,3345,3395
unaligned,train,audio,431,3346,3395
unaligned,train,audio,432,3347,3395
unaligned,train,audio,433,3347,3395
unaligned,train,audio,434,3347,3395
unaligned,train,audio,435,3348,3395
unaligned,train,audio,436,3348,3395
unaligned,train,audio,437,3348,3395
unaligned,train,audio,438,3348,3395
unaligned,train,audio,439,3348,3395
unaligned,train,audio,440,3348,3395
unaligned,train,audio,441,3349,3395
unaligned,train,audio,442,3351,3395
unaligned,train,audio,443,3351,3395
unaligned,train,audio,444,3351,3395
unaligned,train,audio,445,3352,3395
unaligned,train,audio,446,3352,3395
unaligned,train,audio,447,3352,3395
unaligned,train,audio,448,3352,3395
unaligned,train,audio,449,3352,3395
unaligned,train,audio,450,3352,3395
unaligned,train,audio,451,3353,3395
unaligned,train,audio,452,3353,3395
unaligned,train,audio,453,3353,3395
unaligned,train,audio,454,3354,3395
unaligned,train,audio,455,3355,3395
unaligned,train,audio,456,3355,3395
unaligned,train,audio,457,3355,3395
unaligned,train,audio,458,3355,3395
unaligned,train,audio,459,3355,3395
unaligned,train,audio,460,3355,3395
unaligned,train,audio,461,3355,3395
unaligned,train,audio,462,3355,3395
unaligned,train,audio,463,3355,3395
unaligned,train,audio,464,3355,3395
unaligned,train,audio,465,3355,3395
unaligned,train,audio,466,3357,3395
unaligned,train,audio,467,3358,3395
unaligned,train,audio,468,3358,3395
unaligned,train,audio,469,3359,3395
unaligned,train,audio,470,3360,3395
